TRADEDATE,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,TRADINGSESSION,TRENDCLSPR,ADJ_CLOSE
2013-08-29,TATN,67,4568066.1,203.0,201.11,208.76,205.61,204.21,206.5,22370,3,1.46,125.33114557845056
2013-08-30,TATN,43,414429.3,204.01,201.4,214.69,208.8,207.21,201.4,2000,3,-2.47,122.23580009443072
2013-09-02,TATN,3276,166719112.4,209.12,207.19,210.6,207.19,209.08,207.5,797410,3,3.03,125.93807606551327
2013-09-03,TATN,3516,169994980.6,207.6,205.06,208.88,205.55,207.02,207.32,821150,3,-0.09,125.82882857784197
2013-09-04,TATN,2229,74623559.9,206.82,205.37,208.0,207.56,206.69,207.99,361040,3,0.32,126.23547200417401
2013-09-05,TATN,5588,402469124.3,206.92,206.92,213.65,212.43,210.81,213.65,1909150,3,2.7199999999999998,129.67069856094898
2013-09-06,TATN,12083,485680701.4,212.84,212.6,219.81,217.66,217.17,216.92,2236390,3,1.53,131.65536125364403
2013-09-09,TATN,4997,280538830.3,218.93,218.24,221.0,220.0,219.58,220.0,1277620,3,1.42,133.5247071537972
2013-09-10,TATN,7711,581498433.1,220.0,219.13,222.89,222.49,221.06,221.85,2630450,3,0.84,134.64752855486321
2013-09-11,TATN,6025,308046643.2,222.22,218.1,222.22,220.5,220.19,221.64,1399030,3,-0.09,134.52007315258004
2013-09-12,TATN,4985,326009078.7,221.39,216.75,221.39,218.43,219.03,219.0,1488390,3,-1.19,132.91777666673448
2013-09-13,TATN,4253,195172739.4,218.98,217.51,220.88,219.1,219.3,219.38,889970,3,0.17,133.14841025181832
2013-09-16,TATN,7645,442369851.2,221.0,219.93,222.37,221.53,221.16,221.65,2000230,3,1.03,134.52614245745067
2013-09-17,TATN,4450,394484901.1,221.09,219.84,224.99,224.99,221.53,223.0,1780690,3,0.61,135.34549861498536
2013-09-18,TATN,4544,356239997.1,222.93,219.57,223.98,219.89,221.83,220.45,1605950,3,-1.1400000000000001,133.7978258729754
2013-09-19,TATN,8764,704001930.1,223.95,221.36,225.0,224.0,222.79,223.3,3159990,3,1.29,135.52757776110417
